ncm,capitulo,marca_aec,res_1_2022_agosto,res_26_2022_octubre,entrada,salida
6912.00.00,69,,si,si,2022-08-25,2023-12-27
6914.10.00,69,,si,si,2022-08-25,2023-12-27
7007.11.00,70,,si,si,2022-08-25,2023-12-27
7007.21.00,70,,si,si,2022-08-25,2023-12-27
7009.10.00,70,,si,si,2022-08-25,2023-12-27
7117.19.00,71,,si,si,2022-08-25,2023-12-27
7208.26.10,72,,si,si,2022-08-25,2023-12-27
7208.27.10,72,,si,si,2022-08-25,2023-12-27
7208.51.00,72,,si,si,2022-08-25,2023-12-27
7208.52.00,72,,no,si,2022-10-04,2023-12-27
7304.19.00,73,,si,si,2022-08-25,2023-12-27
7304.29.10,73,,si,si,2022-08-25,2023-12-27
7304.29.31,73,,si,si,2022-08-25,2023-12-27
7304.29.39,73,,si,si,2022-08-25,2023-12-27
7304.31.10,73,,si,si,2022-08-25,2023-12-27
7304.39.10,73,,si,si,2022-08-25,2023-12-27
7304.39.90,73,,si,si,2022-08-25,2023-12-27
7304.51.90,73,,si,si,2022-08-25,2023-12-27
7304.59.90,73,,si,si,2022-08-25,2023-12-27
7305.11.00,73,,si,si,2022-08-25,2023-12-27
7305.12.00,73,,si,si,2022-08-25,2023-12-27
7306.19.00,73,,si,si,2022-08-25,2023-12-27
7306.29.00,73,,si,si,2022-08-25,2023-12-27
7306.30.00,73,,si,si,2022-08-25,2023-12-27
7306.50.00,73,,si,si,2022-08-25,2023-12-27
7306.61.00,73,,si,si,2022-08-25,2023-12-27
7307.19.20,73,,si,si,2022-08-25,2023-12-27
7307.93.00,73,,si,si,2022-08-25,2023-12-27
7308.20.00,73,BK,si,si,2022-08-25,2023-12-27
7308.30.00,73,,si,si,2022-08-25,2023-12-27
7308.40.00,73,,si,si,2022-08-25,2023-12-27
7308.90.10,73,,si,si,2022-08-25,2023-12-27
7308.90.90,73,,si,si,2022-08-25,2023-12-27
7309.00.10,73,BK,si,si,2022-08-25,2023-12-27
7309.00.90,73,BK,si,si,2022-08-25,2023-12-27
7310.10.90,73,,si,si,2022-08-25,2023-12-27
7311.00.00,73,,si,si,2022-08-25,2023-12-27
7312.10.90,73,,si,si,2022-08-25,2023-12-27
7312.90.00,73,,si,si,2022-08-25,2023-12-27
7313.00.00,73,,si,si,2022-08-25,2023-12-27
7315.20.00,73,,si,si,2022-08-25,2023-12-27
7315.82.00,73,,si,si,2022-08-25,2023-12-27
7320.20.10,73,,si,si,2022-08-25,2023-12-27
7320.20.90,73,,si,si,2022-08-25,2023-12-27
7321.11.00,73,,si,si,2022-08-25,2023-12-27
7321.81.00,73,,si,si,2022-08-25,2023-12-27
7321.82.00,73,,si,si,2022-08-25,2023-12-27
7321.89.00,73,,si,si,2022-08-25,2023-12-27
7321.90.00,73,,si,si,2022-08-25,2023-12-27
7322.19.00,73,,si,si,2022-08-25,2023-12-27
7326.11.00,73,,si,si,2022-08-25,2023-12-27
7326.19.00,73,,si,si,2022-08-25,2023-12-27
7326.90.90,73,,si,si,2022-08-25,2023-12-27
7408.29.90,74,,si,si,2022-08-25,2023-12-27
7413.00.00,74,,si,si,2022-08-25,2023-12-27
7419.99.90,74,,si,si,2022-08-25,2023-12-27
7601.20.00,76,,si,si,2022-08-25,2023-12-27
7604.10.21,76,,si,si,2022-08-25,2023-12-27
7604.10.29,76,,si,si,2022-08-25,2023-12-27
7604.21.00,76,,si,si,2022-08-25,2023-12-27
7604.29.20,76,,si,si,2022-08-25,2023-12-27
7607.19.90,76,,si,si,2022-08-25,2023-12-27
7607.20.00,76,,si,si,2022-08-25,2023-12-27
7610.10.00,76,,si,si,2022-08-25,2023-12-27
7610.90.00,76,,si,si,2022-08-25,2023-12-27
7612.10.00,76,,si,si,2022-08-25,2023-12-27
7612.90.11,76,,si,si,2022-08-25,2023-12-27
7612.90.19,76,,si,si,2022-08-25,2023-12-27
7614.10.10,76,,si,si,2022-08-25,2023-12-27
7614.10.90,76,,si,si,2022-08-25,2023-12-27
7614.90.10,76,,si,si,2022-08-25,2023-12-27
7615.10.00,76,,si,si,2022-08-25,2023-12-27
7616.99.00,76,,si,si,2022-08-25,2023-12-27
8201.10.00,82,,si,si,2022-08-25,2023-12-27
8201.30.00,82,,si,si,2022-08-25,2023-12-27
8201.50.00,82,,si,si,2022-08-25,2023-12-27
8201.60.00,82,,si,si,2022-08-25,2023-12-27
8202.10.00,82,,si,si,2022-08-25,2023-12-27
8203.20.10,82,,si,si,2022-08-25,2023-12-27
8203.20.90,82,,si,si,2022-08-25,2023-12-27
8204.11.00,82,,si,si,2022-08-25,2023-12-27
8204.12.00,82,,si,si,2022-08-25,2023-12-27
8204.20.00,82,,si,si,2022-08-25,2023-12-27
8205.20.00,82,,si,si,2022-08-25,2023-12-27
8205.40.00,82,,si,si,2022-08-25,2023-12-27
8206.00.00,82,,si,si,2022-08-25,2023-12-27
8207.20.00,82,,si,si,2022-08-25,2023-12-27
8207.70.10,82,,si,si,2022-08-25,2023-12-27
8211.10.00,82,,si,si,2022-08-25,2023-12-27
8211.91.00,82,,si,si,2022-08-25,2023-12-27
8211.92.10,82,,si,si,2022-08-25,2023-12-27
8212.10.20,82,,si,si,2022-08-25,2023-12-27
8212.20.10,82,,si,si,2022-08-25,2023-12-27
8215.20.00,82,,si,si,2022-08-25,2023-12-27
8215.99.10,82,,si,si,2022-08-25,2023-12-27
8302.10.00,83,,si,si,2022-08-25,2023-12-27
8302.41.00,83,,si,si,2022-08-25,2023-12-27
8302.50.00,83,,si,si,2022-08-25,2023-12-27
8303.00.00,83,,si,si,2022-08-25,2023-12-27
8305.20.00,83,,si,si,2022-08-25,2023-12-27
8307.10.90,83,,si,si,2022-08-25,2023-12-27
8307.90.00,83,,si,si,2022-08-25,2023-12-27
8311.10.00,83,,si,si,2022-08-25,2023-12-27
8311.20.00,83,,si,si,2022-08-25,2023-12-27
8401.10.00,84,BK,no,si,2022-10-04,2023-12-27
8401.20.00,84,BK,no,si,2022-10-04,2023-12-27
8401.30.00,84,,no,si,2022-10-04,2023-12-27
8401.40.00,84,BK,no,si,2022-10-04,2023-12-27
8402.11.00,84,BK,si,si,2022-08-25,2023-12-27
8402.12.00,84,BK,si,si,2022-08-25,2023-12-27
8402.19.00,84,BK,si,si,2022-08-25,2023-12-27
8402.20.00,84,BK,no,si,2022-10-04,2023-12-27
8402.90.00,84,BK,si,si,2022-08-25,2023-12-27
8403.10.10,84,,si,si,2022-08-25,2023-12-27
8403.10.90,84,BK,no,si,2022-10-04,2023-12-27
8403.90.00,84,BK,no,si,2022-10-04,2023-12-27
8404.10.10,84,BK,si,si,2022-08-25,2023-12-27
8404.10.20,84,BK,no,si,2022-10-04,2023-12-27
8404.20.00,84,BK,no,si,2022-10-04,2023-12-27
8404.90.10,84,BK,no,si,2022-10-04,2023-12-27
8404.90.90,84,BK,no,si,2022-10-04,2023-12-27
8405.10.00,84,BK,si,si,2022-08-25,2023-12-27
8405.90.00,84,BK,no,si,2022-10-04,2023-12-27
8406.10.00,84,BK,no,si,2022-10-04,2023-12-27
8406.81.00,84,BK,no,si,2022-10-04,2023-12-27
8406.82.00,84,BK,no,si,2022-10-04,2023-12-27
8406.90.11,84,BK,no,si,2022-10-04,2023-12-27
8406.90.19,84,BK,no,si,2022-10-04,2023-12-27
8406.90.21,84,BK,no,si,2022-10-04,2023-12-27
8406.90.29,84,BK,no,si,2022-10-04,2023-12-27
8406.90.90,84,BK,no,si,2022-10-04,2023-12-27
8407.10.00,84,BK,no,si,2022-10-04,2023-12-27
8407.21.10,84,BK,no,si,2022-10-04,2023-12-27
8407.21.90,84,BK,no,si,2022-10-04,2023-12-27
8407.29.10,84,BK,no,si,2022-10-04,2023-12-27
8407.29.90,84,BK,no,si,2022-10-04,2023-12-27
8407.31.10,84,,no,si,2022-10-04,2023-12-27
8407.31.90,84,,no,si,2022-10-04,2023-12-27
8407.32.00,84,,no,si,2022-10-04,2023-12-27
8407.33.10,84,,no,si,2022-10-04,2023-12-27
8407.33.90,84,,no,si,2022-10-04,2023-12-27
8407.34.10,84,,no,si,2022-10-04,2023-12-27
8407.34.90,84,,no,si,2022-10-04,2023-12-27
8407.90.00,84,BK,no,si,2022-10-04,2023-12-27
8408.10.10,84,BK,no,si,2022-10-04,2023-12-27
8408.10.90,84,BK,no,si,2022-10-04,2023-12-27
8408.20.10,84,,no,si,2022-10-04,2023-12-27
8408.20.20,84,,no,si,2022-10-04,2023-12-27
8408.20.30,84,,no,si,2022-10-04,2023-12-27
8408.20.90,84,,no,si,2022-10-04,2023-12-27
8408.90.10,84,BK,no,si,2022-10-04,2023-12-27
8408.90.90,84,BK,si,si,2022-08-25,2023-12-27
8409.10.00,84,BK,no,si,2022-10-04,2023-12-27
8409.91.11,84,,si,si,2022-08-25,2023-12-27
8409.91.12,84,,no,si,2022-10-04,2023-12-27
8409.91.13,84,,no,si,2022-10-04,2023-12-27
8409.91.14,84,,si,si,2022-08-25,2023-12-27
8409.91.15,84,,no,si,2022-10-04,2023-12-27
8409.91.16,84,,si,si,2022-08-25,2023-12-27
8409.91.17,84,,si,si,2022-08-25,2023-12-27
8409.91.18,84,,no,si,2022-10-04,2023-12-27
8409.91.20,84,,si,si,2022-08-25,2023-12-27
8409.91.30,84,,no,si,2022-10-04,2023-12-27
8409.91.40,84,BIT,no,si,2022-10-04,2023-12-27
8409.91.90,84,,no,si,2022-10-04,2023-12-27
8409.99.12,84,,no,si,2022-10-04,2023-12-27
8409.99.14,84,,si,si,2022-08-25,2023-12-27
8409.99.15,84,,no,si,2022-10-04,2023-12-27
8409.99.17,84,,no,si,2022-10-04,2023-12-27
8409.99.21,84,,no,si,2022-10-04,2023-12-27
8409.99.29,84,,si,si,2022-08-25,2023-12-27
8409.99.30,84,,si,si,2022-08-25,2023-12-27
8409.99.41,84,,no,si,2022-10-04,2023-12-27
8409.99.49,84,,no,si,2022-10-04,2023-12-27
8409.99.51,84,,no,si,2022-10-04,2023-12-27
8409.99.59,84,,no,si,2022-10-04,2023-12-27
8409.99.61,84,,no,si,2022-10-04,2023-12-27
8409.99.69,84,,no,si,2022-10-04,2023-12-27
8409.99.71,84,,no,si,2022-10-04,2023-12-27
8409.99.79,84,,no,si,2022-10-04,2023-12-27
8409.99.91,84,,no,si,2022-10-04,2023-12-27
8409.99.99,84,,si,si,2022-08-25,2023-12-27
8410.11.00,84,BK,no,si,2022-10-04,2023-12-27
8410.12.00,84,BK,no,si,2022-10-04,2023-12-27
8410.13.00,84,BK,no,si,2022-10-04,2023-12-27
8410.90.00,84,BK,no,si,2022-10-04,2023-12-27
8411.11.00,84,BK,no,si,2022-10-04,2023-12-27
8411.12.00,84,BK,no,si,2022-10-04,2023-12-27
8411.21.00,84,BK,no,si,2022-10-04,2023-12-27
8411.22.00,84,BK,no,si,2022-10-04,2023-12-27
8411.81.00,84,BK,no,si,2022-10-04,2023-12-27
8411.82.00,84,BK,no,si,2022-10-04,2023-12-27
8411.91.00,84,BK,no,si,2022-10-04,2023-12-27
8411.99.00,84,BK,no,si,2022-10-04,2023-12-27
8412.10.00,84,BK,no,si,2022-10-04,2023-12-27
8412.21.10,84,BK,no,si,2022-10-04,2023-12-27
8412.21.90,84,BK,si,si,2022-08-25,2023-12-27
8412.29.00,84,BK,no,si,2022-10-04,2023-12-27
8412.31.10,84,BK,si,si,2022-08-25,2023-12-27
8412.31.90,84,BK,si,si,2022-08-25,2023-12-27
8412.39.00,84,BK,no,si,2022-10-04,2023-12-27
8412.80.00,84,BK,no,si,2022-10-04,2023-12-27
8412.90.10,84,BK,no,si,2022-10-04,2023-12-27
8412.90.20,84,BK,no,si,2022-10-04,2023-12-27
8412.90.80,84,BK,no,si,2022-10-04,2023-12-27
8412.90.90,84,BK,no,si,2022-10-04,2023-12-27
8413.11.00,84,BK,no,si,2022-10-04,2023-12-27
8413.19.00,84,BK,no,si,2022-10-04,2023-12-27
8413.20.00,84,,no,si,2022-10-04,2023-12-27
8413.30.10,84,,si,si,2022-08-25,2023-12-27
8413.30.20,84,,no,si,2022-10-04,2023-12-27
8413.30.30,84,,si,si,2022-08-25,2023-12-27
8413.30.90,84,,si,si,2022-08-25,2023-12-27
8413.40.00,84,BK,no,si,2022-10-04,2023-12-27
8413.50.10,84,BK,si,si,2022-08-25,2023-12-27
8413.50.90,84,BK,si,si,2022-08-25,2023-12-27
8413.60.11,84,BK,no,si,2022-10-04,2023-12-27
8413.60.19,84,BK,si,si,2022-08-25,2023-12-27
8413.60.90,84,BK,si,si,2022-08-25,2023-12-27
8413.70.10,84,BK,no,si,2022-10-04,2023-12-27
8413.70.80,84,BK,si,si,2022-08-25,2023-12-27
8413.70.90,84,BK,no,si,2022-10-04,2023-12-27
8413.81.00,84,BK,no,si,2022-10-04,2023-12-27
8413.82.00,84,BK,no,si,2022-10-04,2023-12-27
8413.91.10,84,BK,si,si,2022-08-25,2023-12-27
8413.91.90,84,BK,no,si,2022-10-04,2023-12-27
8413.92.00,84,BK,si,si,2022-08-25,2023-12-27
8414.10.00,84,BK,si,si,2022-08-25,2023-12-27
8414.20.00,84,,no,si,2022-10-04,2023-12-27
8414.30.11,84,,no,si,2022-10-04,2023-12-27
8414.30.19,84,BK,no,si,2022-10-04,2023-12-27
8414.30.91,84,,no,si,2022-10-04,2023-12-27
8414.30.99,84,BK,si,si,2022-08-25,2023-12-27
8414.40.10,84,BK,no,si,2022-10-04,2023-12-27
8414.40.20,84,BK,si,si,2022-08-25,2023-12-27
8414.40.90,84,BK,no,si,2022-10-04,2023-12-27
8414.51.10,84,,si,si,2022-08-25,2023-12-27
8414.51.20,84,,si,si,2022-08-25,2023-12-27
8414.51.90,84,,si,si,2022-08-25,2023-12-27
8414.59.10,84,BK,no,si,2022-10-04,2023-12-27
8414.59.90,84,BK,si,si,2022-08-25,2023-12-27
8414.60.00,84,,si,si,2022-08-25,2023-12-27
8414.80.11,84,BK,no,si,2022-10-04,2023-12-27
8414.80.12,84,BK,si,si,2022-08-25,2023-12-27
8414.80.13,84,BK,no,si,2022-10-04,2023-12-27
8414.80.19,84,BK,no,si,2022-10-04,2023-12-27
8414.80.21,84,BK,no,si,2022-10-04,2023-12-27
8414.80.22,84,BK,no,si,2022-10-04,2023-12-27
8414.80.29,84,BK,no,si,2022-10-04,2023-12-27
8414.80.31,84,BK,si,si,2022-08-25,2023-12-27
8414.80.32,84,BK,si,si,2022-08-25,2023-12-27
8414.80.33,84,BK,no,si,2022-10-04,2023-12-27
8414.80.38,84,BK,no,si,2022-10-04,2023-12-27
8414.80.39,84,BK,no,si,2022-10-04,2023-12-27
8414.80.90,84,BK,no,si,2022-10-04,2023-12-27
8414.90.10,84,BK,no,si,2022-10-04,2023-12-27
8414.90.20,84,,si,si,2022-08-25,2023-12-27
8414.90.31,84,BK,no,si,2022-10-04,2023-12-27
8414.90.32,84,BK,no,si,2022-10-04,2023-12-27
8414.90.33,84,BK,no,si,2022-10-04,2023-12-27
8414.90.34,84,BK,no,si,2022-10-04,2023-12-27
8414.90.39,84,BK,no,si,2022-10-04,2023-12-27
8415.10.11,84,,si,si,2022-08-25,2023-12-27
8415.10.19,84,,si,si,2022-08-25,2023-12-27
8415.10.90,84,BK,no,si,2022-10-04,2023-12-27
8415.20.10,84,,si,si,2022-08-25,2023-12-27
8415.20.90,84,BK,si,si,2022-08-25,2023-12-27
8415.81.10,84,,no,si,2022-10-04,2023-12-27
8415.81.90,84,BK,no,si,2022-10-04,2023-12-27
8415.82.10,84,,no,si,2022-10-04,2023-12-27
8415.82.90,84,BK,no,si,2022-10-04,2023-12-27
8415.83.00,84,BK,no,si,2022-10-04,2023-12-27
8415.90.10,84,,no,si,2022-10-04,2023-12-27
8415.90.20,84,,no,si,2022-10-04,2023-12-27
8415.90.90,84,BK,si,si,2022-08-25,2023-12-27
8416.10.00,84,BK,si,si,2022-08-25,2023-12-27
8416.20.10,84,BK,si,si,2022-08-25,2023-12-27
8416.20.90,84,BK,si,si,2022-08-25,2023-12-27
8416.30.00,84,BK,no,si,2022-10-04,2023-12-27
8416.90.00,84,BK,no,si,2022-10-04,2023-12-27
8417.10.10,84,BK,no,si,2022-10-04,2023-12-27
8417.10.20,84,BK,no,si,2022-10-04,2023-12-27
8417.10.90,84,BK,no,si,2022-10-04,2023-12-27
8417.20.00,84,BK,si,si,2022-08-25,2023-12-27
8417.80.10,84,BK,no,si,2022-10-04,2023-12-27
8417.80.20,84,BK,no,si,2022-10-04,2023-12-27
8417.80.90,84,BK,no,si,2022-10-04,2023-12-27
8417.90.00,84,BK,no,si,2022-10-04,2023-12-27
8418.10.00,84,,si,si,2022-08-25,2023-12-27
8418.21.00,84,,si,si,2022-08-25,2023-12-27
8418.29.00,84,,no,si,2022-10-04,2023-12-27
8418.30.00,84,,si,si,2022-08-25,2023-12-27
8418.40.00,84,,si,si,2022-08-25,2023-12-27
8418.50.10,84,BK,no,si,2022-10-04,2023-12-27
8418.50.90,84,BK,si,si,2022-08-25,2023-12-27
8418.61.00,84,BK,no,si,2022-10-04,2023-12-27
8418.69.10,84,BK,no,si,2022-10-04,2023-12-27
8418.69.20,84,BK,no,si,2022-10-04,2023-12-27
8418.69.31,84,,si,si,2022-08-25,2023-12-27
8418.69.32,84,,no,si,2022-10-04,2023-12-27
8418.69.40,84,,no,si,2022-10-04,2023-12-27
8418.69.91,84,BK,no,si,2022-10-04,2023-12-27
8418.69.99,84,BK,si,si,2022-08-25,2023-12-27
8418.81.10,84,,si,no,2022-08-25,2022-10-04
8418.91.00,84,,no,si,2022-10-04,2023-12-27
8418.99.00,84,BK,no,si,2022-10-04,2023-12-27
8419.11.00,84,,si,si,2022-08-25,2023-12-27
8419.19.10,84,,no,si,2022-10-04,2023-12-27
8419.19.90,84,,si,si,2022-08-25,2023-12-27
8419.31.00,84,BK,si,si,2022-08-25,2023-12-27
8419.32.00,84,BK,si,si,2022-08-25,2023-12-27
8419.39.00,84,BK,si,si,2022-08-25,2023-12-27
8419.40.10,84,BK,si,si,2022-08-25,2023-12-27
8419.40.20,84,BK,si,si,2022-08-25,2023-12-27
8419.40.90,84,BK,si,si,2022-08-25,2023-12-27
8419.50.10,84,BK,si,si,2022-08-25,2023-12-27
8419.50.21,84,BK,si,si,2022-08-25,2023-12-27
8419.50.22,84,BK,no,si,2022-10-04,2023-12-27
8419.50.29,84,BK,si,si,2022-08-25,2023-12-27
8419.50.90,84,BK,si,si,2022-08-25,2023-12-27
8419.60.00,84,BK,no,si,2022-10-04,2023-12-27
8419.81.10,84,BK,no,si,2022-10-04,2023-12-27
8419.81.90,84,BK,no,si,2022-10-04,2023-12-27
8419.89.11,84,BK,no,si,2022-10-04,2023-12-27
8419.89.19,84,BK,si,si,2022-08-25,2023-12-27
8419.89.20,84,BK,no,si,2022-10-04,2023-12-27
8419.89.30,84,BK,no,si,2022-10-04,2023-12-27
8419.89.40,84,BK,si,si,2022-08-25,2023-12-27
8419.89.91,84,BK,si,si,2022-08-25,2023-12-27
8419.89.99,84,BK,no,si,2022-10-04,2023-12-27
8419.90.10,84,,no,si,2022-10-04,2023-12-27
8419.90.20,84,BK,no,si,2022-10-04,2023-12-27
8419.90.31,84,BK,no,si,2022-10-04,2023-12-27
8419.90.39,84,BK,no,si,2022-10-04,2023-12-27
8419.90.40,84,BK,no,si,2022-10-04,2023-12-27
8419.90.90,84,BK,no,si,2022-10-04,2023-12-27
8420.10.10,84,BK,no,si,2022-10-04,2023-12-27
8420.10.90,84,BK,si,si,2022-08-25,2023-12-27
8420.91.00,84,BK,no,si,2022-10-04,2023-12-27
8420.99.00,84,BK,no,si,2022-10-04,2023-12-27
8421.11.10,84,BK,no,si,2022-10-04,2023-12-27
8421.11.90,84,BK,no,si,2022-10-04,2023-12-27
8421.12.10,84,,si,si,2022-08-25,2023-12-27
8421.12.90,84,BK,si,si,2022-08-25,2023-12-27
8421.19.10,84,BK,no,si,2022-10-04,2023-12-27
8421.19.90,84,BK,si,si,2022-08-25,2023-12-27
8421.21.00,84,BK,si,si,2022-08-25,2023-12-27
8421.22.00,84,BK,no,si,2022-10-04,2023-12-27
8421.23.00,84,,si,si,2022-08-25,2023-12-27
8421.29.11,84,BK,no,si,2022-10-04,2023-12-27
8421.29.19,84,BK,no,si,2022-10-04,2023-12-27
8421.29.20,84,BK,no,si,2022-10-04,2023-12-27
8421.29.30,84,BK,no,si,2022-10-04,2023-12-27
8421.29.90,84,BK,si,si,2022-08-25,2023-12-27
8421.31.00,84,,si,si,2022-08-25,2023-12-27
8421.39.10,84,BK,no,si,2022-10-04,2023-12-27
8421.39.20,84,,si,si,2022-08-25,2023-12-27
8421.39.30,84,BK,no,si,2022-10-04,2023-12-27
8421.39.90,84,BK,no,si,2022-10-04,2023-12-27
8421.91.10,84,,no,si,2022-10-04,2023-12-27
8421.91.91,84,BK,no,si,2022-10-04,2023-12-27
8421.91.99,84,BK,no,si,2022-10-04,2023-12-27
8421.99.10,84,BK,si,si,2022-08-25,2023-12-27
8421.99.20,84,,no,si,2022-10-04,2023-12-27
8421.99.91,84,BK,no,si,2022-10-04,2023-12-27
8421.99.99,84,BK,si,si,2022-08-25,2023-12-27
8422.11.00,84,,si,si,2022-08-25,2023-12-27
8422.19.00,84,BK,no,si,2022-10-04,2023-12-27
8422.20.00,84,BK,si,si,2022-08-25,2023-12-27
8422.30.10,84,BK,si,si,2022-08-25,2023-12-27
8422.30.21,84,BK,si,si,2022-08-25,2023-12-27
8422.30.22,84,BK,si,si,2022-08-25,2023-12-27
8422.30.23,84,BK,no,si,2022-10-04,2023-12-27
8422.30.29,84,BK,si,si,2022-08-25,2023-12-27
8422.30.30,84,BK,no,si,2022-10-04,2023-12-27
8422.40.10,84,,no,si,2022-10-04,2023-12-27
8422.40.20,84,BK,no,si,2022-10-04,2023-12-27
8422.40.30,84,BK,no,si,2022-10-04,2023-12-27
8422.40.90,84,BK,si,si,2022-08-25,2023-12-27
8422.90.10,84,,no,si,2022-10-04,2023-12-27
8422.90.90,84,BK,si,si,2022-08-25,2023-12-27
8423.10.00,84,,si,si,2022-08-25,2023-12-27
8423.20.00,84,BK,no,si,2022-10-04,2023-12-27
8423.30.11,84,BK,no,si,2022-10-04,2023-12-27
8423.30.19,84,BK,si,si,2022-08-25,2023-12-27
8423.30.90,84,BK,no,si,2022-10-04,2023-12-27
8423.81.10,84,BK,no,si,2022-10-04,2023-12-27
8423.81.90,84,BK,no,si,2022-10-04,2023-12-27
8423.82.00,84,BK,si,si,2022-08-25,2023-12-27
8423.89.00,84,BK,no,si,2022-10-04,2023-12-27
8423.90.10,84,,no,si,2022-10-04,2023-12-27
8423.90.21,84,,no,si,2022-10-04,2023-12-27
8423.90.29,84,BK,no,si,2022-10-04,2023-12-27
8424.10.00,84,,si,si,2022-08-25,2023-12-27
8424.20.00,84,BK,no,si,2022-10-04,2023-12-27
8424.30.10,84,BK,no,si,2022-10-04,2023-12-27
8424.30.20,84,BK,no,si,2022-10-04,2023-12-27
8424.30.30,84,BK,no,si,2022-10-04,2023-12-27
8424.30.90,84,BK,si,si,2022-08-25,2023-12-27
8424.41.00,84,BK,si,si,2022-08-25,2023-12-27
8424.49.00,84,BK,no,si,2022-10-04,2023-12-27
8424.82.21,84,BK,si,si,2022-08-25,2023-12-27
8424.82.29,84,BK,si,si,2022-08-25,2023-12-27
8424.82.90,84,BK,si,si,2022-08-25,2023-12-27
8424.89.10,84,,no,si,2022-10-04,2023-12-27
8424.89.20,84,BK,no,si,2022-10-04,2023-12-27
8424.89.90,84,BK,no,si,2022-10-04,2023-12-27
8424.90.10,84,,no,si,2022-10-04,2023-12-27
8424.90.90,84,BK,no,si,2022-10-04,2023-12-27
8425.11.00,84,BK,si,si,2022-08-25,2023-12-27
8425.19.10,84,,si,si,2022-08-25,2023-12-27
8425.19.90,84,BK,no,si,2022-10-04,2023-12-27
8425.31.10,84,BK,si,si,2022-08-25,2023-12-27
8425.31.90,84,BK,no,si,2022-10-04,2023-12-27
8425.39.10,84,BK,si,si,2022-08-25,2023-12-27
8425.39.90,84,BK,no,si,2022-10-04,2023-12-27
8425.41.00,84,BK,si,si,2022-08-25,2023-12-27
8425.42.00,84,,si,si,2022-08-25,2023-12-27
8425.49.10,84,,no,si,2022-10-04,2023-12-27
8425.49.90,84,BK,no,si,2022-10-04,2023-12-27
8426.11.00,84,BK,si,si,2022-08-25,2023-12-27
8426.12.00,84,BK,si,si,2022-08-25,2023-12-27
8426.19.00,84,BK,si,si,2022-08-25,2023-12-27
8426.20.00,84,BK,no,si,2022-10-04,2023-12-27
8426.30.00,84,BK,no,si,2022-10-04,2023-12-27
8426.41.10,84,BK,no,si,2022-10-04,2023-12-27
8426.41.90,84,BK,no,si,2022-10-04,2023-12-27
8426.49.10,84,BK,no,si,2022-10-04,2023-12-27
8426.49.90,84,BK,no,si,2022-10-04,2023-12-27
8426.91.00,84,BK,si,si,2022-08-25,2023-12-27
8426.99.00,84,BK,no,si,2022-10-04,2023-12-27
8427.10.11,84,BK,no,si,2022-10-04,2023-12-27
8427.10.19,84,BK,no,si,2022-10-04,2023-12-27
8427.10.90,84,BK,no,si,2022-10-04,2023-12-27
8427.20.10,84,BK,no,si,2022-10-04,2023-12-27
8427.20.90,84,BK,si,si,2022-08-25,2023-12-27
8427.90.00,84,BK,si,si,2022-08-25,2023-12-27
8428.10.00,84,BK,si,si,2022-08-25,2023-12-27
8428.20.10,84,BK,no,si,2022-10-04,2023-12-27
8428.20.90,84,BK,no,si,2022-10-04,2023-12-27
8428.31.00,84,BK,no,si,2022-10-04,2023-12-27
8428.32.00,84,BK,si,si,2022-08-25,2023-12-27
8428.33.00,84,BK,no,si,2022-10-04,2023-12-27
8428.39.10,84,BK,no,si,2022-10-04,2023-12-27
8428.39.20,84,BK,no,si,2022-10-04,2023-12-27
8428.39.30,84,BK,no,si,2022-10-04,2023-12-27
8428.39.90,84,BK,no,si,2022-10-04,2023-12-27
8428.40.00,84,BK,no,si,2022-10-04,2023-12-27
8428.60.00,84,BK,no,si,2022-10-04,2023-12-27
8428.90.10,84,BK,no,si,2022-10-04,2023-12-27
8428.90.20,84,BK,no,si,2022-10-04,2023-12-27
8428.90.30,84,BK,no,si,2022-10-04,2023-12-27
8428.90.90,84,BK,si,si,2022-08-25,2023-12-27
8429.11.10,84,BK,no,si,2022-10-04,2023-12-27
8429.11.90,84,BK,no,si,2022-10-04,2023-12-27
8429.19.10,84,BK,no,si,2022-10-04,2023-12-27
8429.19.90,84,BK,no,si,2022-10-04,2023-12-27
8429.20.10,84,BK,no,si,2022-10-04,2023-12-27
8429.20.90,84,BK,no,si,2022-10-04,2023-12-27
8429.30.00,84,BK,no,si,2022-10-04,2023-12-27
8429.40.00,84,BK,no,si,2022-10-04,2023-12-27
8429.51.11,84,BK,no,si,2022-10-04,2023-12-27
8429.51.19,84,BK,no,si,2022-10-04,2023-12-27
8429.51.21,84,BK,no,si,2022-10-04,2023-12-27
8429.51.29,84,BK,no,si,2022-10-04,2023-12-27
8429.51.91,84,BK,no,si,2022-10-04,2023-12-27
8429.51.92,84,BK,no,si,2022-10-04,2023-12-27
8429.51.99,84,BK,no,si,2022-10-04,2023-12-27
8429.52.11,84,BK,no,si,2022-10-04,2023-12-27
8429.52.12,84,BK,no,si,2022-10-04,2023-12-27
8429.52.19,84,BK,no,si,2022-10-04,2023-12-27
8429.52.20,84,BK,no,si,2022-10-04,2023-12-27
8429.52.90,84,BK,no,si,2022-10-04,2023-12-27
8429.59.00,84,BK,no,si,2022-10-04,2023-12-27
8430.10.00,84,BK,no,si,2022-10-04,2023-12-27
8430.20.00,84,BK,no,si,2022-10-04,2023-12-27
8430.31.10,84,BK,no,si,2022-10-04,2023-12-27
8430.31.90,84,BK,no,si,2022-10-04,2023-12-27
