ncm,capitulo,marca_aec,res_1_2022_agosto,res_26_2022_octubre,entrada,salida
8529.90.19,85,BIT,no,si,2022-10-04,2023-12-27
8529.90.20,85,BIT,si,si,2022-08-25,2023-12-27
8529.90.30,85,BK,no,si,2022-10-04,2023-12-27
8529.90.40,85,BK,no,si,2022-10-04,2023-12-27
8529.90.90,85,,no,si,2022-10-04,2023-12-27
8530.10.10,85,BIT,no,si,2022-10-04,2023-12-27
8530.10.90,85,BK,no,si,2022-10-04,2023-12-27
8530.80.10,85,BIT,no,si,2022-10-04,2023-12-27
8530.80.90,85,BK,no,si,2022-10-04,2023-12-27
8530.90.00,85,BK,no,si,2022-10-04,2023-12-27
8531.10.10,85,,no,si,2022-10-04,2023-12-27
8531.10.90,85,,si,si,2022-08-25,2023-12-27
8531.20.00,85,BIT,no,si,2022-10-04,2023-12-27
8531.80.00,85,,si,si,2022-08-25,2023-12-27
8531.90.00,85,,no,si,2022-10-04,2023-12-27
8532.10.00,85,,no,si,2022-10-04,2023-12-27
8532.21.11,85,BIT,no,si,2022-10-04,2023-12-27
8532.21.19,85,BIT,no,si,2022-10-04,2023-12-27
8532.21.20,85,,no,si,2022-10-04,2023-12-27
8532.21.90,85,,no,si,2022-10-04,2023-12-27
8532.22.00,85,,si,si,2022-08-25,2023-12-27
8532.23.10,85,BIT,no,si,2022-10-04,2023-12-27
8532.23.90,85,,no,si,2022-10-04,2023-12-27
8532.24.10,85,BIT,no,si,2022-10-04,2023-12-27
8532.24.20,85,,no,si,2022-10-04,2023-12-27
8532.24.90,85,,no,si,2022-10-04,2023-12-27
8532.25.10,85,BIT,no,si,2022-10-04,2023-12-27
8532.25.90,85,,no,si,2022-10-04,2023-12-27
8532.29.10,85,BIT,no,si,2022-10-04,2023-12-27
8532.29.90,85,,no,si,2022-10-04,2023-12-27
8532.30.10,85,BIT,no,si,2022-10-04,2023-12-27
8532.30.90,85,,no,si,2022-10-04,2023-12-27
8532.90.00,85,,no,si,2022-10-04,2023-12-27
8533.10.00,85,,no,si,2022-10-04,2023-12-27
8533.21.10,85,,no,si,2022-10-04,2023-12-27
8533.21.20,85,BIT,no,si,2022-10-04,2023-12-27
8533.21.90,85,,no,si,2022-10-04,2023-12-27
8533.29.00,85,,no,si,2022-10-04,2023-12-27
8533.31.10,85,,no,si,2022-10-04,2023-12-27
8533.31.90,85,,no,si,2022-10-04,2023-12-27
8533.39.10,85,,no,si,2022-10-04,2023-12-27
8533.39.90,85,,no,si,2022-10-04,2023-12-27
8533.40.11,85,,no,si,2022-10-04,2023-12-27
8533.40.12,85,,no,si,2022-10-04,2023-12-27
8533.40.13,85,,no,si,2022-10-04,2023-12-27
8533.40.19,85,,no,si,2022-10-04,2023-12-27
8533.40.91,85,,no,si,2022-10-04,2023-12-27
8533.40.92,85,,no,si,2022-10-04,2023-12-27
8533.40.99,85,,no,si,2022-10-04,2023-12-27
8533.90.00,85,,no,si,2022-10-04,2023-12-27
8534.00.11,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.12,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.13,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.19,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.20,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.31,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.32,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.33,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.39,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.40,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.51,85,BIT,no,si,2022-10-04,2023-12-27
8534.00.59,85,BIT,no,si,2022-10-04,2023-12-27
8535.10.00,85,,si,si,2022-08-25,2023-12-27
8535.21.00,85,,si,si,2022-08-25,2023-12-27
8535.29.00,85,,si,si,2022-08-25,2023-12-27
8535.30.13,85,,si,si,2022-08-25,2023-12-27
8535.30.17,85,,si,si,2022-08-25,2023-12-27
8535.30.18,85,,si,si,2022-08-25,2023-12-27
8535.30.19,85,,si,si,2022-08-25,2023-12-27
8535.30.23,85,,si,si,2022-08-25,2023-12-27
8535.30.27,85,,si,si,2022-08-25,2023-12-27
8535.30.28,85,,si,si,2022-08-25,2023-12-27
8535.30.29,85,,si,si,2022-08-25,2023-12-27
8535.40.10,85,,no,si,2022-10-04,2023-12-27
8535.40.90,85,,no,si,2022-10-04,2023-12-27
8535.90.00,85,,no,si,2022-10-04,2023-12-27
8536.10.00,85,,si,si,2022-08-25,2023-12-27
8536.20.00,85,,si,si,2022-08-25,2023-12-27
8536.30.10,85,,no,si,2022-10-04,2023-12-27
8536.30.90,85,,no,si,2022-10-04,2023-12-27
8536.41.00,85,,si,si,2022-08-25,2023-12-27
8536.49.00,85,,no,si,2022-10-04,2023-12-27
8536.50.10,85,BIT,no,si,2022-10-04,2023-12-27
8536.50.20,85,BIT,no,si,2022-10-04,2023-12-27
8536.50.30,85,BIT,no,si,2022-10-04,2023-12-27
8536.50.90,85,BIT,no,si,2022-10-04,2023-12-27
8536.61.00,85,,no,si,2022-10-04,2023-12-27
8536.69.10,85,,no,si,2022-10-04,2023-12-27
8536.69.90,85,,no,si,2022-10-04,2023-12-27
8536.70.00,85,,no,si,2022-10-04,2023-12-27
8536.90.10,85,,no,si,2022-10-04,2023-12-27
8536.90.20,85,,no,si,2022-10-04,2023-12-27
8536.90.30,85,,no,si,2022-10-04,2023-12-27
8536.90.40,85,BIT,no,si,2022-10-04,2023-12-27
8536.90.50,85,,no,si,2022-10-04,2023-12-27
8536.90.60,85,,no,si,2022-10-04,2023-12-27
8536.90.90,85,,no,si,2022-10-04,2023-12-27
8537.10.11,85,BIT,no,si,2022-10-04,2023-12-27
8537.10.19,85,BIT,no,si,2022-10-04,2023-12-27
8537.10.20,85,BIT,no,si,2022-10-04,2023-12-27
8537.10.30,85,BIT,si,si,2022-08-25,2023-12-27
8537.10.90,85,,si,si,2022-08-25,2023-12-27
8537.20.10,85,BK,no,si,2022-10-04,2023-12-27
8537.20.90,85,,no,si,2022-10-04,2023-12-27
8538.10.00,85,,no,si,2022-10-04,2023-12-27
8538.90.10,85,BIT,no,si,2022-10-04,2023-12-27
8538.90.20,85,,no,si,2022-10-04,2023-12-27
8538.90.90,85,,no,si,2022-10-04,2023-12-27
8539.10.10,85,,no,si,2022-10-04,2023-12-27
8539.10.90,85,,no,si,2022-10-04,2023-12-27
8539.21.10,85,,no,si,2022-10-04,2023-12-27
8539.21.90,85,,no,si,2022-10-04,2023-12-27
8539.22.00,85,,no,si,2022-10-04,2023-12-27
8539.29.10,85,,no,si,2022-10-04,2023-12-27
8539.29.90,85,,no,si,2022-10-04,2023-12-27
8539.31.00,85,,no,si,2022-10-04,2023-12-27
8539.32.00,85,,no,si,2022-10-04,2023-12-27
8539.39.00,85,,no,si,2022-10-04,2023-12-27
8539.41.10,85,,no,si,2022-10-04,2023-12-27
8539.41.90,85,,no,si,2022-10-04,2023-12-27
8539.49.00,85,,no,si,2022-10-04,2023-12-27
8539.50.00,85,,no,si,2022-10-04,2023-12-27
8539.90.10,85,,no,si,2022-10-04,2023-12-27
8539.90.20,85,,no,si,2022-10-04,2023-12-27
8539.90.90,85,,no,si,2022-10-04,2023-12-27
8540.11.00,85,,no,si,2022-10-04,2023-12-27
8540.12.00,85,,no,si,2022-10-04,2023-12-27
8540.20.11,85,,no,si,2022-10-04,2023-12-27
8540.20.19,85,,no,si,2022-10-04,2023-12-27
8540.20.20,85,BK,no,si,2022-10-04,2023-12-27
8540.20.90,85,,no,si,2022-10-04,2023-12-27
8540.40.00,85,BIT,no,si,2022-10-04,2023-12-27
8540.60.10,85,,no,si,2022-10-04,2023-12-27
8540.60.90,85,,no,si,2022-10-04,2023-12-27
8540.71.00,85,,no,si,2022-10-04,2023-12-27
8540.79.00,85,,no,si,2022-10-04,2023-12-27
8540.81.00,85,,no,si,2022-10-04,2023-12-27
8540.89.10,85,,no,si,2022-10-04,2023-12-27
8540.89.90,85,,no,si,2022-10-04,2023-12-27
8540.91.10,85,,no,si,2022-10-04,2023-12-27
8540.91.20,85,,no,si,2022-10-04,2023-12-27
8540.91.30,85,,no,si,2022-10-04,2023-12-27
8540.91.40,85,,no,si,2022-10-04,2023-12-27
8540.91.90,85,,no,si,2022-10-04,2023-12-27
8540.99.00,85,,no,si,2022-10-04,2023-12-27
8541.10.11,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.12,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.19,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.21,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.22,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.29,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.31,85,,no,si,2022-10-04,2023-12-27
8541.10.32,85,,no,si,2022-10-04,2023-12-27
8541.10.39,85,,no,si,2022-10-04,2023-12-27
8541.10.91,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.92,85,BIT,no,si,2022-10-04,2023-12-27
8541.10.99,85,BIT,no,si,2022-10-04,2023-12-27
8541.21.10,85,BIT,no,si,2022-10-04,2023-12-27
8541.21.20,85,BIT,no,si,2022-10-04,2023-12-27
8541.21.91,85,BIT,no,si,2022-10-04,2023-12-27
8541.21.99,85,BIT,no,si,2022-10-04,2023-12-27
8541.29.10,85,BIT,no,si,2022-10-04,2023-12-27
8541.29.20,85,BIT,no,si,2022-10-04,2023-12-27
8541.30.11,85,BIT,no,si,2022-10-04,2023-12-27
8541.30.19,85,BIT,no,si,2022-10-04,2023-12-27
8541.30.21,85,BIT,no,si,2022-10-04,2023-12-27
8541.30.29,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.11,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.12,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.13,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.14,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.15,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.16,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.19,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.21,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.22,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.23,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.24,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.25,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.26,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.27,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.29,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.31,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.32,85,BIT,no,si,2022-10-04,2023-12-27
8541.40.39,85,BIT,no,si,2022-10-04,2023-12-27
8541.50.10,85,BIT,no,si,2022-10-04,2023-12-27
8541.50.20,85,BIT,no,si,2022-10-04,2023-12-27
8541.60.10,85,BIT,no,si,2022-10-04,2023-12-27
8541.60.90,85,BIT,no,si,2022-10-04,2023-12-27
8541.90.10,85,BIT,no,si,2022-10-04,2023-12-27
8541.90.20,85,BIT,no,si,2022-10-04,2023-12-27
8541.90.90,85,BIT,no,si,2022-10-04,2023-12-27
8542.31.10,85,BIT,no,si,2022-10-04,2023-12-27
8542.31.20,85,BIT,no,si,2022-10-04,2023-12-27
8542.31.90,85,BIT,no,si,2022-10-04,2023-12-27
8542.32.10,85,BIT,no,si,2022-10-04,2023-12-27
8542.32.21,85,BIT,no,si,2022-10-04,2023-12-27
8542.32.29,85,BIT,no,si,2022-10-04,2023-12-27
8542.32.91,85,BIT,no,si,2022-10-04,2023-12-27
8542.32.99,85,BIT,no,si,2022-10-04,2023-12-27
8542.33.11,85,BIT,no,si,2022-10-04,2023-12-27
8542.33.19,85,BIT,no,si,2022-10-04,2023-12-27
8542.33.20,85,BIT,no,si,2022-10-04,2023-12-27
8542.33.90,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.11,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.19,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.20,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.31,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.39,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.91,85,BIT,no,si,2022-10-04,2023-12-27
8542.39.99,85,BIT,no,si,2022-10-04,2023-12-27
8542.90.10,85,BIT,no,si,2022-10-04,2023-12-27
8542.90.20,85,BIT,no,si,2022-10-04,2023-12-27
8542.90.90,85,BIT,no,si,2022-10-04,2023-12-27
8543.10.00,85,BK,no,si,2022-10-04,2023-12-27
8543.20.00,85,BK,no,si,2022-10-04,2023-12-27
8543.30.10,85,,no,si,2022-10-04,2023-12-27
8543.30.90,85,,no,si,2022-10-04,2023-12-27
8543.70.11,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.12,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.13,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.14,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.15,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.19,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.20,85,,no,si,2022-10-04,2023-12-27
8543.70.31,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.32,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.33,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.34,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.35,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.36,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.39,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.40,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.50,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.91,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.92,85,BIT,no,si,2022-10-04,2023-12-27
8543.70.99,85,BIT,si,si,2022-08-25,2023-12-27
8543.90.10,85,,no,si,2022-10-04,2023-12-27
8543.90.90,85,BK,no,si,2022-10-04,2023-12-27
8544.11.00,85,,si,si,2022-08-25,2023-12-27
8544.19.10,85,,si,si,2022-08-25,2023-12-27
8544.19.90,85,,no,si,2022-10-04,2023-12-27
8544.20.00,85,,si,si,2022-08-25,2023-12-27
8544.30.00,85,,si,si,2022-08-25,2023-12-27
8544.42.00,85,,si,si,2022-08-25,2023-12-27
8544.49.00,85,,si,si,2022-08-25,2023-12-27
8544.60.00,85,,si,si,2022-08-25,2023-12-27
8544.70.10,85,BIT,no,si,2022-10-04,2023-12-27
8544.70.20,85,BIT,no,si,2022-10-04,2023-12-27
8544.70.30,85,BIT,no,si,2022-10-04,2023-12-27
8544.70.90,85,BIT,no,si,2022-10-04,2023-12-27
8545.19.10,85,,no,si,2022-10-04,2023-12-27
8545.19.20,85,,no,si,2022-10-04,2023-12-27
8545.19.90,85,,no,si,2022-10-04,2023-12-27
8545.20.00,85,,no,si,2022-10-04,2023-12-27
8545.90.10,85,,no,si,2022-10-04,2023-12-27
8545.90.20,85,,no,si,2022-10-04,2023-12-27
8545.90.30,85,,no,si,2022-10-04,2023-12-27
8545.90.90,85,,no,si,2022-10-04,2023-12-27
8546.10.00,85,,si,si,2022-08-25,2023-12-27
8546.20.00,85,,si,si,2022-08-25,2023-12-27
8546.90.00,85,,no,si,2022-10-04,2023-12-27
8547.10.00,85,,no,si,2022-10-04,2023-12-27
8547.20.10,85,,no,si,2022-10-04,2023-12-27
8547.20.90,85,,no,si,2022-10-04,2023-12-27
8547.90.00,85,,no,si,2022-10-04,2023-12-27
8548.10.10,85,,no,si,2022-10-04,2023-12-27
8548.10.90,85,,no,si,2022-10-04,2023-12-27
8548.90.10,85,,si,si,2022-08-25,2023-12-27
8548.90.90,85,,no,si,2022-10-04,2023-12-27
8601.10.00,86,BK,no,si,2022-10-04,2023-12-27
8601.20.00,86,BK,no,si,2022-10-04,2023-12-27
8602.10.00,86,BK,no,si,2022-10-04,2023-12-27
8602.90.00,86,BK,no,si,2022-10-04,2023-12-27
8603.10.00,86,BK,no,si,2022-10-04,2023-12-27
8603.90.00,86,BK,no,si,2022-10-04,2023-12-27
8604.00.10,86,BK,no,si,2022-10-04,2023-12-27
8604.00.90,86,BK,no,si,2022-10-04,2023-12-27
8605.00.10,86,BK,no,si,2022-10-04,2023-12-27
8605.00.90,86,BK,no,si,2022-10-04,2023-12-27
8606.10.00,86,BK,no,si,2022-10-04,2023-12-27
8606.30.00,86,BK,no,si,2022-10-04,2023-12-27
8606.91.00,86,BK,no,si,2022-10-04,2023-12-27
8606.92.00,86,BK,no,si,2022-10-04,2023-12-27
8606.99.00,86,BK,no,si,2022-10-04,2023-12-27
8607.11.10,86,BK,no,si,2022-10-04,2023-12-27
8607.11.20,86,BK,no,si,2022-10-04,2023-12-27
8607.12.00,86,BK,no,si,2022-10-04,2023-12-27
8607.19.11,86,BK,no,si,2022-10-04,2023-12-27
8607.19.19,86,BK,no,si,2022-10-04,2023-12-27
8607.19.90,86,BK,si,si,2022-08-25,2023-12-27
8607.21.00,86,BK,si,si,2022-08-25,2023-12-27
8607.29.00,86,BK,no,si,2022-10-04,2023-12-27
8607.30.00,86,BK,si,si,2022-08-25,2023-12-27
8607.91.00,86,BK,no,si,2022-10-04,2023-12-27
8607.99.00,86,BK,no,si,2022-10-04,2023-12-27
8608.00.11,86,BK,no,si,2022-10-04,2023-12-27
8608.00.12,86,BK,no,si,2022-10-04,2023-12-27
8608.00.90,86,BK,si,si,2022-08-25,2023-12-27
8609.00.00,86,BK,no,si,2022-10-04,2023-12-27
8701.10.00,87,BK,no,si,2022-10-04,2023-12-27
8701.20.00,87,,si,si,2022-08-25,2023-12-27
8701.30.00,87,BK,no,si,2022-10-04,2023-12-27
8701.91.00,87,BK,si,si,2022-08-25,2023-12-27
8701.92.00,87,BK,si,si,2022-08-25,2023-12-27
8701.93.00,87,BK,si,si,2022-08-25,2023-12-27
8701.94.10,87,BK,no,si,2022-10-04,2023-12-27
8701.94.90,87,BK,si,si,2022-08-25,2023-12-27
8701.95.10,87,BK,no,si,2022-10-04,2023-12-27
8701.95.90,87,BK,si,si,2022-08-25,2023-12-27
8702.10.00,87,,si,si,2022-08-25,2023-12-27
8702.20.00,87,,si,si,2022-08-25,2023-12-27
8702.30.00,87,,no,si,2022-10-04,2023-12-27
8702.40.10,87,,no,si,2022-10-04,2023-12-27
8702.40.90,87,,no,si,2022-10-04,2023-12-27
8702.90.00,87,,si,si,2022-08-25,2023-12-27
8703.10.00,87,,no,si,2022-10-04,2023-12-27
8703.21.00,87,,si,si,2022-08-25,2023-12-27
8703.22.10,87,,si,si,2022-08-25,2023-12-27
8703.22.90,87,,si,si,2022-08-25,2023-12-27
8703.23.10,87,,si,si,2022-08-25,2023-12-27
8703.23.90,87,,si,si,2022-08-25,2023-12-27
8703.24.10,87,,si,si,2022-08-25,2023-12-27
8703.24.90,87,,si,si,2022-08-25,2023-12-27
8703.31.10,87,,si,si,2022-08-25,2023-12-27
8703.31.90,87,,si,si,2022-08-25,2023-12-27
8703.32.10,87,,si,si,2022-08-25,2023-12-27
8703.32.90,87,,si,si,2022-08-25,2023-12-27
8703.33.10,87,,si,si,2022-08-25,2023-12-27
8703.33.90,87,,si,si,2022-08-25,2023-12-27
8703.40.00,87,,si,si,2022-08-25,2023-12-27
8703.50.00,87,,no,si,2022-10-04,2023-12-27
8703.60.00,87,,si,si,2022-08-25,2023-12-27
8703.70.00,87,,no,si,2022-10-04,2023-12-27
8703.80.00,87,,si,si,2022-08-25,2023-12-27
8703.90.00,87,,si,si,2022-08-25,2023-12-27
8704.10.10,87,BK,no,si,2022-10-04,2023-12-27
8704.10.90,87,BK,no,si,2022-10-04,2023-12-27
8704.21.10,87,,si,si,2022-08-25,2023-12-27
8704.21.20,87,,no,si,2022-10-04,2023-12-27
8704.21.30,87,,no,si,2022-10-04,2023-12-27
8704.21.90,87,,si,si,2022-08-25,2023-12-27
8704.22.10,87,,si,si,2022-08-25,2023-12-27
8704.22.20,87,,si,si,2022-08-25,2023-12-27
8704.22.30,87,,no,si,2022-10-04,2023-12-27
8704.22.90,87,,si,si,2022-08-25,2023-12-27
8704.23.10,87,,si,si,2022-08-25,2023-12-27
8704.23.20,87,,si,si,2022-08-25,2023-12-27
8704.23.30,87,,no,si,2022-10-04,2023-12-27
8704.23.40,87,,no,si,2022-10-04,2023-12-27
8704.23.90,87,,si,si,2022-08-25,2023-12-27
8704.31.10,87,,si,si,2022-08-25,2023-12-27
8704.31.20,87,,no,si,2022-10-04,2023-12-27
8704.31.30,87,,no,si,2022-10-04,2023-12-27
8704.31.90,87,,si,si,2022-08-25,2023-12-27
8704.32.10,87,,si,si,2022-08-25,2023-12-27
8704.32.20,87,,no,si,2022-10-04,2023-12-27
8704.32.30,87,,no,si,2022-10-04,2023-12-27
8704.32.90,87,,no,si,2022-10-04,2023-12-27
8704.90.00,87,,si,si,2022-08-25,2023-12-27
8705.10.10,87,BK,no,si,2022-10-04,2023-12-27
8705.10.90,87,,no,si,2022-10-04,2023-12-27
8705.20.00,87,,no,si,2022-10-04,2023-12-27
8705.30.00,87,,no,si,2022-10-04,2023-12-27
8705.40.00,87,,no,si,2022-10-04,2023-12-27
8705.90.10,87,,no,si,2022-10-04,2023-12-27
8705.90.90,87,,no,si,2022-10-04,2023-12-27
8706.00.10,87,,si,si,2022-08-25,2023-12-27
8706.00.20,87,BK,no,si,2022-10-04,2023-12-27
8706.00.90,87,,no,si,2022-10-04,2023-12-27
8707.10.00,87,,no,si,2022-10-04,2023-12-27
8707.90.10,87,BK,no,si,2022-10-04,2023-12-27
8707.90.90,87,,si,si,2022-08-25,2023-12-27
8708.10.00,87,,no,si,2022-10-04,2023-12-27
8708.21.00,87,,no,si,2022-10-04,2023-12-27
8708.29.11,87,BK,no,si,2022-10-04,2023-12-27
8708.29.12,87,BK,no,si,2022-10-04,2023-12-27
8708.29.13,87,BK,no,si,2022-10-04,2023-12-27
8708.29.14,87,BK,no,si,2022-10-04,2023-12-27
8708.29.19,87,BK,no,si,2022-10-04,2023-12-27
8708.29.91,87,,no,si,2022-10-04,2023-12-27
8708.29.92,87,,no,si,2022-10-04,2023-12-27
8708.29.93,87,,no,si,2022-10-04,2023-12-27
8708.29.94,87,,no,si,2022-10-04,2023-12-27
8708.29.95,87,,no,si,2022-10-04,2023-12-27
8708.29.99,87,,si,si,2022-08-25,2023-12-27
8708.30.11,87,BK,no,si,2022-10-04,2023-12-27
8708.30.19,87,,si,si,2022-08-25,2023-12-27
8708.30.90,87,,si,si,2022-08-25,2023-12-27
8708.40.11,87,BK,no,si,2022-10-04,2023-12-27
8708.40.19,87,BK,no,si,2022-10-04,2023-12-27
8708.40.80,87,,no,si,2022-10-04,2023-12-27
8708.40.90,87,,no,si,2022-10-04,2023-12-27
8708.50.12,87,BK,no,si,2022-10-04,2023-12-27
8708.50.14,87,,no,si,2022-10-04,2023-12-27
8708.50.19,87,BK,no,si,2022-10-04,2023-12-27
8708.50.80,87,,si,si,2022-08-25,2023-12-27
8708.50.91,87,BK,no,si,2022-10-04,2023-12-27
8708.50.99,87,,si,si,2022-08-25,2023-12-27
8708.70.10,87,BK,no,si,2022-10-04,2023-12-27
8708.70.90,87,,si,si,2022-08-25,2023-12-27
8708.80.00,87,,si,si,2022-08-25,2023-12-27
8708.91.00,87,,si,si,2022-08-25,2023-12-27
8708.92.00,87,,no,si,2022-10-04,2023-12-27
8708.93.00,87,,si,si,2022-08-25,2023-12-27
8708.94.11,87,BK,no,si,2022-10-04,2023-12-27
8708.94.12,87,BK,no,si,2022-10-04,2023-12-27
8708.94.13,87,BK,si,si,2022-08-25,2023-12-27
8708.94.81,87,,no,si,2022-10-04,2023-12-27
8708.94.82,87,,no,si,2022-10-04,2023-12-27
8708.94.83,87,,si,si,2022-08-25,2023-12-27
8708.94.90,87,,si,si,2022-08-25,2023-12-27
8708.95.10,87,,no,si,2022-10-04,2023-12-27
8708.95.21,87,,no,si,2022-10-04,2023-12-27
8708.95.22,87,,no,si,2022-10-04,2023-12-27
8708.95.29,87,,no,si,2022-10-04,2023-12-27
8708.99.10,87,,no,si,2022-10-04,2023-12-27
8708.99.90,87,,si,si,2022-08-25,2023-12-27
8709.11.00,87,BK,no,si,2022-10-04,2023-12-27
8709.19.00,87,BK,si,si,2022-08-25,2023-12-27
8709.90.00,87,BK,no,si,2022-10-04,2023-12-27
8710.00.00,87,,no,si,2022-10-04,2023-12-27
8711.00.00,87,,si,no,2022-08-25,2022-10-04
8711.10.00,87,,si,si,2022-08-25,2023-12-27
8711.20.10,87,,si,si,2022-08-25,2023-12-27
8711.20.20,87,,si,si,2022-08-25,2023-12-27
8711.20.90,87,,si,si,2022-08-25,2023-12-27
8711.30.00,87,,si,si,2022-08-25,2023-12-27
8711.40.00,87,,si,si,2022-08-25,2023-12-27
8711.50.00,87,,si,si,2022-08-25,2023-12-27
8711.60.00,87,,si,si,2022-08-25,2023-12-27
8711.90.00,87,,no,si,2022-10-04,2023-12-27
8712.00.10,87,,si,si,2022-08-25,2023-12-27
8712.00.90,87,,si,si,2022-08-25,2023-12-27
8713.10.00,87,,no,si,2022-10-04,2023-12-27
8713.90.00,87,,no,si,2022-10-04,2023-12-27
8714.10.00,87,,si,si,2022-08-25,2023-12-27
8714.20.00,87,,no,si,2022-10-04,2023-12-27
8714.91.00,87,,no,si,2022-10-04,2023-12-27
8714.92.00,87,,no,si,2022-10-04,2023-12-27
8714.93.10,87,,no,si,2022-10-04,2023-12-27
8714.93.20,87,,no,si,2022-10-04,2023-12-27
8714.94.10,87,,no,si,2022-10-04,2023-12-27
8714.94.90,87,,no,si,2022-10-04,2023-12-27
8714.95.00,87,,no,si,2022-10-04,2023-12-27
8714.96.00,87,,no,si,2022-10-04,2023-12-27
8714.99.10,87,,no,si,2022-10-04,2023-12-27
8714.99.90,87,,no,si,2022-10-04,2023-12-27
8715.00.00,87,,no,si,2022-10-04,2023-12-27
8716.10.00,87,,no,si,2022-10-04,2023-12-27
8716.20.00,87,BK,no,si,2022-10-04,2023-12-27
8716.31.00,87,,no,si,2022-10-04,2023-12-27
8716.39.00,87,,si,si,2022-08-25,2023-12-27
8716.40.00,87,,no,si,2022-10-04,2023-12-27
8716.80.00,87,,no,si,2022-10-04,2023-12-27
8716.90.10,87,,no,si,2022-10-04,2023-12-27
8716.90.90,87,,si,si,2022-08-25,2023-12-27
8801.00.00,88,,no,si,2022-10-04,2023-12-27
8802.11.00,88,BK,no,si,2022-10-04,2023-12-27
8802.12.10,88,BK,si,si,2022-08-25,2023-12-27
8802.12.90,88,BK,no,si,2022-10-04,2023-12-27
8802.20.10,88,BK,si,si,2022-08-25,2023-12-27
8802.20.21,88,BK,no,si,2022-10-04,2023-12-27
8802.20.22,88,BK,no,si,2022-10-04,2023-12-27
8802.20.90,88,BK,no,si,2022-10-04,2023-12-27
8802.30.10,88,BK,no,si,2022-10-04,2023-12-27
8802.30.21,88,BK,no,si,2022-10-04,2023-12-27
8802.30.29,88,BK,no,si,2022-10-04,2023-12-27
8802.30.31,88,BK,no,si,2022-10-04,2023-12-27
8802.30.39,88,BK,no,si,2022-10-04,2023-12-27
8802.30.90,88,BK,no,si,2022-10-04,2023-12-27
8802.40.10,88,BK,no,si,2022-10-04,2023-12-27
8802.40.90,88,BK,no,si,2022-10-04,2023-12-27
8802.60.00,88,BK,no,si,2022-10-04,2023-12-27
8803.10.00,88,BK,no,si,2022-10-04,2023-12-27
8803.20.00,88,BK,no,si,2022-10-04,2023-12-27
8803.30.00,88,BK,no,si,2022-10-04,2023-12-27
8803.90.00,88,BK,no,si,2022-10-04,2023-12-27
